164,157.0924817073,934.6734975489,99.5,95.2,21.5,1445.44,4,0,1500
36,161.4044444444,938.8815005885,99.4,95.3,36.7,1448.22,4,0,1500
139,176.0889712231,953.528556256,99.3,95.5,32.0,1460.11,4,0,1500
388,180.7024974227,958.0123738548,62.1,95.7,94.7,1530.68,4,0,1500
302,186.0718675496,963.153493331,80.0,95.6,65.3,1579.04,4,0,1500
294,190.8814319728,967.7638995761,91.1,96.2,51.3,1609.3,4,0,1500
397,196.1974332494,972.7045027123,68.0,96.4,87.6,1671.04,4,0,1500
441,201.0889206349,977.2151958629,76.0,96.8,91.5,1698.28,4,0,1500
182,205.2733021978,981.1919857093,85.6,96.5,55.0,1721.79,4,0,1500
293,216.4678941979,992.2035020724,83.7,95.8,55.7,1760.95,4,0,1500
338,221.9118964496,997.3786649231,81.9,95.9,63.8,1813.2,4,0,1500
22,226.1717727273,1001.3253381036,99.8,96.4,7.0,1814.84,4,0,1500
156,232.0389102564,1007.1193853586,100.0,96.2,33.7,1826.62,4,0,1500
56,239.1941071428,1014.212198432,100.0,96.2,10.9,1831.18,4,0,1500
286,248.5180839161,1023.4053809768,99.4,94.9,35.6,1858.17,4,0,1500
96,253.8125625,1028.5652209918,100.0,94.8,23.0,1865.44,4,0,1500
173,260.3008612718,1034.9803727955,100.0,94.4,31.2,1876.29,4,0,1500
274,265.2030510949,1039.6463678832,94.4,94.3,54.6,1902.89,4,0,1300
337,269.8047774481,1044.0539783667,89.6,95.0,65.1,1935.7,4,0,1300
518,274.9651428572,1049.0414882475,71.7,94.7,3.4,1937.06,4,0,1300
513,279.3135419104,1052.989076204,73.4,95.4,2.5,1937.45,4,0,1300
397,284.3542241813,1057.6948104998,86.2,94.9,3.7,1937.75,4,0,1300
433,288.8300946882,1062.0096532307,80.1,95.2,2.7,1938.09,4,0,1300
476,294.1461449579,1067.0832867537,84.3,95.1,4.2,1938.68,4,0,1300
604,300.0501523179,1072.6437188979,59.4,95.3,2.1,1939.18,4,0,1300
644,304.9411319876,1077.0290566912,29.1,93.8,1.6,1939.7,4,0,1300
625,309.6190912,1081.2951388783,22.5,91.9,1.2,1940.2,4,0,1300
642,314.260088785,1085.6774172233,19.6,91.5,0.0,1940.72,4,0,1300
641,319.1074492979,1089.9309607478,21.2,91.8,0.0,1941.22,4,0,1300
646,323.9645928793,1094.2016945989,41.6,91.5,0.9,1941.72,4,0,2000
644,328.7000046584,1098.4757044156,23.5,91.8,0.9,1942.25,4,0,2000
616,333.4172012987,1102.7508377592,50.4,92.8,0.6,1942.71,4,0,2000
506,338.0527727272,1106.8823002068,85.2,94.2,0.9,1943.1,4,0,2000
452,343.4506504425,1111.8651849417,87.6,93.7,0.9,1934.39,4,0,2000
632,348.0198085443,1116.2472452733,41.0,93.7,0.9,1934.9,4,0,2000
599,352.8365358932,1120.6981757861,69.6,94.2,0.6,1911.14,4,0,2000
606,357.6586369637,1125.012669987,61.0,94.4,1.2,1898.23,4,0,2000
578,362.4659117647,1129.3552886211,51.6,94.0,0.6,1898.66,4,0,2000
640,367.3604578125,1133.9058204066,39.7,93.0,0.3,1899.17,4,0,2000
640,372.084496875,1138.2872206911,30.1,92.5,1.9,1899.68,4,0,2000
642,376.8823395638,1142.5184040088,31.4,93.0,1.6,1900.2,4,0,2000
